"fecha","ticker","precio_cierre","retorno_diario","tasa_bono","volumen"
"2020-10-05 00:00:00","AAPL","113.32162475585938","0","0.0078","106243800"
"2020-10-05 00:00:00","AMZN","159.9600067138672","0","0.0078","75506000"
"2020-10-05 00:00:00","BA","171.1999969482422","0","0.0078","19082100"
"2020-10-05 00:00:00","BAC","21.796659469604492","0","0.0078","44396800"
"2020-10-05 00:00:00","BHP","33.51265335083008","0","0.0078","1701342"
"2020-10-05 00:00:00","CAT","139.12051391601562","0","0.0078","2597700"
"2020-10-05 00:00:00","COST","330.45208740234375","0","0.0078","2093500"
"2020-10-05 00:00:00","CVX","58.57652282714844","0","0.0078","12049800"
"2020-10-05 00:00:00","GOOGL","73.6336441040039","0","0.0078","21602000"
"2020-10-05 00:00:00","JNJ","128.52613830566406","0","0.0078","4992800"
"2020-10-05 00:00:00","JPM","87.40714263916016","0","0.0078","13871900"
"2020-10-05 00:00:00","MCD","201.6887969970703","0","0.0078","2913800"
"2020-10-05 00:00:00","MSFT","201.7176971435547","0","0.0078","21331600"
"2020-10-05 00:00:00","NVDA","13.600982666015625","0","0.0078","479820000"
"2020-10-05 00:00:00","PFE","27.518686294555664","0","0.0078","19400029"
"2020-10-05 00:00:00","SPY","316.744873046875","0","0.0078","45713100"
"2020-10-05 00:00:00","SQM","28.591787338256836","0","0.0078","1986600"
"2020-10-05 00:00:00","UNH","294.16412353515625","0","0.0078","1638600"
"2020-10-05 00:00:00","V","196.3843994140625","0","0.0078","6090500"
"2020-10-05 00:00:00","WMT","44.09029006958008","0","0.0078","14259000"
"2020-10-05 00:00:00","XOM","27.16191864013672","0","0.0078","22965200"
"2020-10-06 00:00:00","AAPL","110.07276153564453","-0.028669402042321712","0.0076","161498200"
"2020-10-06 00:00:00","AMZN","154.9980010986328","-0.03102028886576813","0.0076","101738000"
"2020-10-06 00:00:00","BA","159.5399932861328","-0.06810749924040282","0.0076","47132500"
"2020-10-06 00:00:00","BAC","21.57532501220703","-0.010154512791563874","0.0076","67541100"
"2020-10-06 00:00:00","BHP","32.43989562988281","-0.032010527776389686","0.0076","5175769"
"2020-10-06 00:00:00","CAT","137.343994140625","-0.012769646440948912","0.0076","2559800"
"2020-10-06 00:00:00","COST","330.24017333984375","-0.0006412852893920018","0.0076","2760400"
"2020-10-06 00:00:00","CVX","58.25423812866211","-0.005501943149431199","0.0076","15294500"
"2020-10-06 00:00:00","GOOGL","72.05404663085938","-0.021452115977221298","0.0076","26096000"
"2020-10-06 00:00:00","JNJ","126.81803131103516","-0.013289958113941291","0.0076","5118200"
"2020-10-06 00:00:00","JPM","86.5069351196289","-0.01029901553065915","0.0076","19220400"
"2020-10-06 00:00:00","MCD","199.9223175048828","-0.008758441313987064","0.0076","2453600"
"2020-10-06 00:00:00","MSFT","197.43173217773438","-0.02124734233293446","0.0076","28554300"
"2020-10-06 00:00:00","NVDA","13.694695472717285","0.006890149704831039","0.0076","784420000"
"2020-10-06 00:00:00","PFE","27.084373474121094","-0.015782469256917064","0.0076","25233392"
"2020-10-06 00:00:00","SPY","312.24212646484375","-0.014215688919343217","0.0076","90128900"
"2020-10-06 00:00:00","SQM","27.866113662719727","-0.02538049359950756","0.0076","1379400"
"2020-10-06 00:00:00","UNH","290.7431335449219","-0.011629528268512712","0.0076","2434400"
"2020-10-06 00:00:00","V","193.40304565429688","-0.015181214845277236","0.0076","5841100"
"2020-10-06 00:00:00","WMT","43.72649002075195","-0.008251250972810653","0.0076","21475500"
"2020-10-06 00:00:00","XOM","26.880157470703125","-0.01037338978761393","0.0076","26731800"
"2020-10-07 00:00:00","AAPL","111.94037628173828","0.016967092676138273","0.0081","96849000"
"2020-10-07 00:00:00","AMZN","159.7845001220703","0.030881037106998743","0.0081","86188000"
"2020-10-07 00:00:00","BA","164.61000061035156","0.03177891148036949","0.0081","26019100"
"2020-10-07 00:00:00","BAC","22.026836395263672","0.020927211191543282","0.0081","47648000"
"2020-10-07 00:00:00","BHP","33.364906311035156","0.028514601024185904","0.0081","2869536"
"2020-10-07 00:00:00","CAT","140.28070068359375","0.021382125671704832","0.0081","2334200"
"2020-10-07 00:00:00","COST","334.5438232421875","0.013031878765140226","0.0081","1959100"
"2020-10-07 00:00:00","CVX","59.44672393798828","0.02047037001312102","0.0081","15410300"
"2020-10-07 00:00:00","GOOGL","72.4572525024414","0.005595881014812454","0.0081","36108000"
"2020-10-07 00:00:00","JNJ","128.22265625","0.011075908720896699","0.0081","5603100"
"2020-10-07 00:00:00","JPM","88.01608276367188","0.017445394891819843","0.0081","16358500"
"2020-10-07 00:00:00","MCD","202.05455017089844","0.010665305867933128","0.0081","1972500"
"2020-10-07 00:00:00","MSFT","201.1903076171875","0.019037342163769067","0.0081","25681100"
"2020-10-07 00:00:00","NVDA","13.921503067016602","0.016561711412361513","0.0081","418084000"
"2020-10-07 00:00:00","PFE","27.309019088745117","0.008294288765389846","0.0081","22160034"
"2020-10-07 00:00:00","SPY","317.67718505859375","0.017406551304543383","0.0081","56999600"
"2020-10-07 00:00:00","SQM","28.559534072875977","0.024884001355522045","0.0081","1837800"
"2020-10-07 00:00:00","UNH","298.80572509765625","0.027730978387796146","0.0081","2596600"
"2020-10-07 00:00:00","V","195.3520050048828","0.010077190584008022","0.0081","6713400"
"2020-10-07 00:00:00","WMT","43.80733108520508","0.0018487892445691045","0.0081","16949100"
"2020-10-07 00:00:00","XOM","26.96870994567871","0.003294343609113959","0.0081","23779300"
"2020-10-08 00:00:00","AAPL","111.8333740234375","-0.0009558861766862936","0.0078","83477200"
"2020-10-08 00:00:00","AMZN","159.52749633789062","-0.0016084400175445657","0.0078","63482000"
"2020-10-08 00:00:00","BA","168","0.020594127799518747","0.0078","20598600"
"2020-10-08 00:00:00","BAC","22.345552444458008","0.014469442795828291","0.0078","52080600"
